"Year","Municipality","fetal_numb_pc","fetal_numb","sh_e_mt_lmbirth","sh_e_mt_fmtrim1","sh_e_mt_fmtrim2","sh_e_mt_fmtrim3","sh_e_mt_fmtrim4","sh_e_mt_fmtrim5","sh_e_mt_fmtrim6","log_pop_tot_2010","pop_tot_2010","pop_5_2010","pop_65_2010","farming_land_2005","hi_2010","unemp_2010","ing_ctpc_2010","exp_transfers_pc","exp_public_inv_pc","urb","tra_1","tra_2","tra_4","tra_5","tra_6","tra_7","tra_8","tra_9","age_mother","years_edu","eda_1","eda_2","eda_3","edu_1","edu_2","edu_3","edu_4","edu_5","mar_1","mar_2","mar_3","mar_4","ins_1","ins_2","ins_3","pov_per_2010","pov_num_2010","pov_food_per_2010","pov_food_num_2010","pop_mun_fem_1544_2010","income_lbm_2010","income_eligible_lb","income_eligible_lbm","tarjetasinhambre","ever_loc_k","loc_stores","counter","count_balance","count_treat","fetal_numb25","fetal_numb25_sum"
2008,1001,6.72474856912294,135,0,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,271,342,0.933333333333333,0,0.911111111111111,0.0222222222222222,0.0296296296296296,0,0,0.0296296296296296,0,26.6296296296296,7.77777777777778,0.237037037037037,0.392592592592593,0.37037037037037,0.0888888888888889,0.288888888888889,0.474074074074074,0.148148148148148,0,0.278195488721804,0.556390977443609,0.0300751879699248,0.135338345864662,0.37037037037037,0.474074074074074,0.00740740740740741,2.2644801,17987,1.9511,15497.665,200751,10,0.0075187969924812,0,0,0,0,1,10,5,1,10
2009,1001,5.28017295057061,106,0,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,97,1593,0.905660377358491,0,0.89622641509434,0.0471698113207547,0.0283018867924528,0,0.00943396226415094,0.0188679245283019,0,27.0660377358491,8.08490566037736,0.188679245283019,0.452830188679245,0.358490566037736,0.0849056603773585,0.226415094339623,0.537735849056604,0.132075471698113,0.0188679245283019,0.310679611650485,0.495145631067961,0.00970873786407767,0.184466019417476,0.358490566037736,0.490566037735849,0,2.2644801,17987,1.9511,15497.665,200751,10,0.0194174757281553,0,0,0,0,1,10,5,1,10
2010,1001,5.18054704584286,104,0,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,654,1049,0.951923076923077,0.00961538461538462,0.932692307692308,0.0384615384615385,0.00961538461538462,0,0,0.00961538461538462,0,25.6923076923077,8.72115384615385,0.221153846153846,0.480769230769231,0.298076923076923,0.0384615384615385,0.163461538461538,0.625,0.163461538461538,0.00961538461538462,0.319587628865979,0.536082474226804,0,0.144329896907216,0.413461538461538,0.432692307692308,0,2.2644801,17987,1.9511,15497.665,200751,10,0.412371134020619,0,0,0,0,1,10,5,1,10
2011,1001,5.6786765694816,114,0,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,401,921,0.93859649122807,0.0087719298245614,0.87719298245614,0.043859649122807,0.0175438596491228,0,0,0.0350877192982456,0,27.8771929824561,8.54385964912281,0.12280701754386,0.447368421052632,0.429824561403509,0.043859649122807,0.219298245614035,0.56140350877193,0.157894736842105,0.0175438596491228,0.230088495575221,0.575221238938053,0.0176991150442478,0.176991150442478,0.342105263157895,0.543859649122807,0,2.2644801,17987,1.9511,15497.665,200751,10,0.309734513274336,0,0,0,0,1,10,5,1,10
2012,1001,5.52923771238998,111,0,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,262,495,0.936936936936937,0,0.882882882882883,0.018018018018018,0.018018018018018,0,0.018018018018018,0.045045045045045,0,25.0990990990991,10.0550458715596,0.225225225225225,0.513513513513513,0.261261261261261,0,0.153153153153153,0.486486486486487,0.225225225225225,0.117117117117117,0.357798165137615,0.403669724770642,0.018348623853211,0.220183486238532,0.429906542056075,0.504672897196262,0,2.2644801,17987,1.9511,15497.665,200751,10,0.12621359223301,0,0,0,0,1,10,5,1,10
2013,1001,5.32998590293448,107,1,0,0,0,0,0,0,14,797010,12,5,49,76,6,3530,874,1440,0.925233644859813,0,0.794392523364486,0.0186915887850467,0.00934579439252336,0,0.00934579439252336,0.0186915887850467,0.0467289719626168,26.9906542056075,10.875,0.149532710280374,0.485981308411215,0.364485981308411,0.00961538461538462,0.121495327102804,0.345794392523364,0.299065420560748,0.196261682242991,0.298076923076923,0.538461538461538,0,0.163461538461538,0.346153846153846,0.548076923076923,0,2.2644801,17987,1.9511,15497.665,200751,10,0.15,0,0,0,0,1,10,5,1,10
2014,1001,5.72848952184547,115,1,1,1,1,1,0,0,14,797010,12,5,49,76,6,3530,413,530,0.921739130434783,0.00869565217391304,0.747826086956522,0.0260869565217391,0.0521739130434783,0,0.0173913043478261,0.0260869565217391,0.0173913043478261,27.3130434782609,10.6371681415929,0.165217391304348,0.434782608695652,0.4,0,0.130434782608696,0.417391304347826,0.260869565217391,0.173913043478261,0.269565217391304,0.582608695652174,0.00869565217391304,0.139130434782609,0.352941176470588,0.57843137254902,0,2.2644801,17987,1.9511,15497.665,200751,10,0.4,0,0,0,0,1,10,5,1,10
2015,1001,5.4794247600261,110,1,1,1,1,1,1,1,14,797010,12,5,49,76,6,3530,382,475,0.945454545454545,0.0181818181818182,0.763636363636364,0.0545454545454545,0.00909090909090909,0,0.00909090909090909,0.0181818181818182,0,26.1454545454545,10.9357798165138,0.181818181818182,0.5,0.318181818181818,0.00917431192660551,0.0454545454545455,0.454545454545455,0.309090909090909,0.172727272727273,0.268518518518519,0.546296296296296,0,0.185185185185185,0.405660377358491,0.547169811320755,0.00943396226415094,2.2644801,17987,1.9511,15497.665,200751,10,0.394230769230769,0.00961538461538462,0,0,0,1,10,5,1,10
2016,1001,5.13073409347899,103,1,1,1,1,1,1,1,14,797010,12,5,49,76,6,3530,383,428,0.951456310679612,0.00970873786407767,0.766990291262136,0.029126213592233,0.0194174757281553,0,0,0.00970873786407767,0,27.3106796116505,10.3861386138614,0.194174757281553,0.427184466019417,0.378640776699029,0,0.0970873786407767,0.514563106796116,0.233009708737864,0.135922330097087,0.4,0.42,0.02,0.16,0.524752475247525,0.415841584158416,0,2.2644801,17987,1.9511,15497.665,200751,10,0.364583333333333,0,0,0,0,1,10,5,1,10
2017,1001,4.38353980802088,88,1,1,1,1,1,1,1,14,797010,12,5,49,76,6,3530,391,447,0.943181818181818,0,0.75,0,0,0,0.0340909090909091,0.0113636363636364,0.0227272727272727,27.9659090909091,10.9431818181818,0.181818181818182,0.352272727272727,0.465909090909091,0,0.0909090909090909,0.443181818181818,0.261363636363636,0.204545454545455,0.369047619047619,0.488095238095238,0.0119047619047619,0.130952380952381,0.423529411764706,0.505882352941176,0,2.2644801,17987,1.9511,15497.665,200751,10,0.320987654320988,0,0,0,0,1,10,5,1,10
2008,2001,12.2503981379395,140,0,0,0,0,0,0,0,13,466814,11,5,4,75,4,3238,97,600,0.935714285714286,0,0.8,0.0357142857142857,0.00714285714285714,0,0.00714285714285714,0.0357142857142857,0.00714285714285714,24.2642857142857,7.26428571428571,0.264285714285714,0.521428571428571,0.214285714285714,0.171428571428571,0.214285714285714,0.492857142857143,0.1,0.0214285714285714,0.530769230769231,0.246153846153846,0.00769230769230769,0.215384615384615,0.45,0.3,0.0642857142857143,5.6957302,24809,4.9570899,21591.795,114282,11,0.0769230769230769,0,0.0655737704918033,0.975409836065574,0.0819672131147541,1,10,5,1,10
2009,2001,14.2629635463153,163,0,0,0,0,0,0,0,13,466814,11,5,4,75,4,3238,114,378,0.938650306748466,0,0.889570552147239,0.0245398773006135,0.00613496932515337,0.00613496932515337,0,0.0368098159509202,0,25.0736196319018,7.68098159509202,0.239263803680982,0.50920245398773,0.251533742331288,0.147239263803681,0.226993865030675,0.45398773006135,0.128834355828221,0.0429447852760736,0.48,0.3,0.0133333333333333,0.206666666666667,0.417177914110429,0.361963190184049,0.0429447852760736,5.6957302,24809,4.9570899,21591.795,114282,11,0.0266666666666667,0,0.0347222222222222,0.979166666666667,0.0555555555555556,1,10,5,1,10
2010,2001,13.387935107891,153,0,0,0,0,0,0,0,13,466814,11,5,4,75,4,3238,83,260,0.901960784313726,0,0.849673202614379,0.0196078431372549,0.0261437908496732,0,0,0.0261437908496732,0,25.2745098039216,7.49019607843137,0.261437908496732,0.418300653594771,0.320261437908497,0.150326797385621,0.241830065359477,0.444444444444444,0.143790849673203,0.0196078431372549,0.527397260273973,0.328767123287671,0,0.143835616438356,0.516339869281046,0.287581699346405,0.0196078431372549,5.6957302,24809,4.9570899,21591.795,114282,11,0.287671232876712,0,0.0708661417322835,0.952755905511811,0.0708661417322835,1,10,5,1,10
2011,2001,12.4254038256243,142,0,0,0,0,0,0,0,13,466814,11,5,4,75,4,3238,104,358,0.901408450704225,0,0.830985915492958,0,0.0352112676056338,0,0,0.0845070422535211,0,26.056338028169,7.46478873239437,0.176056338028169,0.535211267605634,0.288732394366197,0.154929577464789,0.232394366197183,0.464788732394366,0.119718309859155,0.028169014084507,0.54014598540146,0.313868613138686,0,0.145985401459854,0.577464788732394,0.323943661971831,0.0140845070422535,5.6957302,24809,4.9570899,21591.795,114282,11,0.291970802919708,0,0.107142857142857,1,0.142857142857143,1,10,5,1,10
2012,2001,14.4379692340001,165,0,0,0,0,0,0,0,13,466814,11,5,4,75,4,3238,111,172,0.945454545454545,0,0.76969696969697,0.0303030303030303,0.0545454545454545,0,0,0.0363636363636364,0,25.3636363636364,9.9559748427673,0.175757575757576,0.581818181818182,0.242424242424242,0.0377358490566038,0.181818181818182,0.284848484848485,0.357575757575758,0.103030303030303,0.521472392638037,0.312883435582822,0.0122699386503067,0.153374233128834,0.605095541401274,0.292993630573248,0.0445859872611465,5.6957302,24809,4.9570899,21591.795,114282,11,0.113333333333333,0,0.126666666666667,0.98,0.126666666666667,1,10,5,1,10
2013,2001,14.5254720778425,166,1,1,0,0,0,0,0,13,466814,11,5,4,75,4,3238,101,262,0.963855421686747,0.0120481927710843,0.692771084337349,0.0240963855421687,0.0240963855421687,0.0240963855421687,0.0240963855421687,0.00602409638554217,0.0421686746987952,25.6867469879518,10.1242236024845,0.234939759036145,0.427710843373494,0.337349397590361,0.0372670807453416,0.168674698795181,0.301204819277108,0.331325301204819,0.132530120481928,0.49375,0.35,0.0125,0.14375,0.622641509433962,0.238993710691824,0.050314465408805,5.6957302,24809,4.9570899,21591.795,114282,11,0.112582781456954,0,0.0844155844155844,0.980519480519481,0.123376623376623,1,10,5,1,10
2014,2001,13.4754379517334,154,1,1,1,1,1,1,0,13,466814,11,5,4,75,4,3238,104,417,0.948051948051948,0.00649350649350649,0.720779220779221,0.025974025974026,0.00649350649350649,0.0194805194805195,0,0.0324675324675325,0.051948051948052,26.4805194805195,9.86092715231788,0.207792207792208,0.461038961038961,0.331168831168831,0.0463576158940397,0.227272727272727,0.253246753246753,0.311688311688312,0.142857142857143,0.535947712418301,0.287581699346405,0.0261437908496732,0.150326797385621,0.510344827586207,0.393103448275862,0.0344827586206897,5.6957302,24809,4.9570899,21591.795,114282,11,0.354609929078014,0.00709219858156028,0.127659574468085,0.957446808510638,0.127659574468085,1,10,5,1,10
2015,2001,11.9878896064122,137,1,1,1,1,1,1,1,13,466814,11,5,4,75,4,3238,187,255,0.970802919708029,0.0072992700729927,0.708029197080292,0.0437956204379562,0.0291970802919708,0.0072992700729927,0,0,0.0583941605839416,26.1532846715328,10.1417910447761,0.160583941605839,0.54014598540146,0.299270072992701,0.0522388059701493,0.153284671532847,0.27007299270073,0.372262773722628,0.131386861313869,0.503759398496241,0.255639097744361,0.0225563909774436,0.218045112781955,0.613636363636364,0.310606060606061,0.0378787878787879,5.6957302,24809,4.9570899,21591.795,114282,11,0.377952755905512,0,0.134920634920635,1,0.134920634920635,1,10,5,1,10
2016,2001,14.2629635463153,163,1,1,1,1,1,1,1,13,466814,11,5,4,75,4,3238,264,154,0.969325153374233,0.0122699386503067,0.785276073619632,0.0368098159509202,0.0122699386503067,0,0.0245398773006135,0.0245398773006135,0.0245398773006135,25.2944785276074,9.83018867924528,0.214723926380368,0.56441717791411,0.220858895705521,0.0377358490566038,0.171779141104294,0.361963190184049,0.294478527607362,0.110429447852761,0.60126582278481,0.253164556962025,0.00632911392405063,0.139240506329114,0.6,0.316129032258064,0.0193548387096774,5.6957302,24809,4.9570899,21591.795,114282,11,0.0805369127516778,0,0.0326797385620915,1,0.0326797385620915,1,10,5,1,10
2017,2001,14.612974921685,167,1,1,1,1,1,1,1,13,466814,11,5,4,75,4,3238,106,272,0.92814371257485,0.0239520958083832,0.730538922155689,0.029940119760479,0.0239520958083832,0,0.00598802395209581,0.0179640718562874,0.0359281437125748,26.7305389221557,10.4819277108434,0.161676646706587,0.497005988023952,0.341317365269461,0.0301204819277108,0.18562874251497,0.275449101796407,0.305389221556886,0.197604790419162,0.540372670807453,0.260869565217391,0.0124223602484472,0.186335403726708,0.56875,0.34375,0.03125,5.6957302,24809,4.9570899,21591.795,114282,11,0.0779220779220779,0,0.154362416107383,1,0.154362416107383,1,10,5,1,10
2008,2002,9.54202727949668,214,0,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,261,182,0.925233644859813,0.00467289719626168,0.911214953271028,0.0233644859813084,0.00467289719626168,0,0.00934579439252336,0.0280373831775701,0.00467289719626168,25.285046728972,8.35046728971963,0.242990654205607,0.457943925233645,0.299065420560748,0.0607476635514019,0.238317757009346,0.52803738317757,0.149532710280374,0.0233644859813084,0.395,0.405,0.015,0.185,0.317757009345794,0.369158878504673,0.014018691588785,2.6433101,24767,2.0336001,19054.527,224271,9,0.005,0,0.946236559139785,0.983870967741935,0.983870967741935,1,10,5,1,10
2009,2002,8.87319359168149,199,0,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,265,313,0.939698492462312,0,0.849246231155779,0.0351758793969849,0.0402010050251256,0.0050251256281407,0,0.0452261306532663,0,25.4824120603015,8.23618090452261,0.231155778894472,0.512562814070352,0.256281407035176,0.0603015075376884,0.206030150753769,0.628140703517588,0.085427135678392,0.0201005025125628,0.445652173913043,0.364130434782609,0.0271739130434783,0.16304347826087,0.361809045226131,0.381909547738693,0.0251256281407035,2.6433101,24767,2.0336001,19054.527,224271,9,0.0217391304347826,0,0.950819672131147,0.989071038251366,1,1,10,5,1,10
2010,2002,7.8476486036982,176,0,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,117,532,0.903409090909091,0,0.897727272727273,0.0113636363636364,0.0170454545454545,0.0170454545454545,0,0.0681818181818182,0,24.6363636363636,8,0.278409090909091,0.477272727272727,0.244318181818182,0.0681818181818182,0.232954545454545,0.602272727272727,0.0909090909090909,0.00568181818181818,0.465116279069767,0.354651162790698,0,0.180232558139535,0.454545454545455,0.375,0.0397727272727273,2.6433101,24767,2.0336001,19054.527,224271,9,0.197674418604651,0,0.941558441558442,0.980519480519481,1,1,10,5,1,10
2011,2002,9.80956075462276,220,0,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,274,360,0.931818181818182,0.00454545454545455,0.872727272727273,0.0363636363636364,0.0136363636363636,0,0,0.0545454545454545,0.00454545454545455,25.1181818181818,8.36818181818182,0.259090909090909,0.472727272727273,0.268181818181818,0.0181818181818182,0.272727272727273,0.604545454545454,0.0954545454545455,0.00909090909090909,0.523809523809524,0.280952380952381,0.00952380952380952,0.185714285714286,0.509090909090909,0.336363636363636,0.0545454545454545,2.6433101,24767,2.0336001,19054.527,224271,9,0.185714285714286,0,1,1,1,1,10,5,1,10
2012,2002,8.69483794159744,195,0,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,150,267,0.907692307692308,0.00512820512820513,0.774358974358974,0.0256410256410256,0.0153846153846154,0,0,0.0564102564102564,0.00512820512820513,24.9641025641026,10.3368421052632,0.266666666666667,0.456410256410256,0.276923076923077,0.00526315789473684,0.102564102564103,0.451282051282051,0.312820512820513,0.102564102564103,0.492227979274611,0.300518134715026,0.0103626943005181,0.196891191709845,0.585106382978723,0.329787234042553,0.0319148936170213,2.6433101,24767,2.0336001,19054.527,224271,9,0.0934065934065934,0,0.947976878612717,1,1,1,10,5,1,10
2013,2002,7.00045926579897,157,1,0,0,0,0,0,0,14,936826,11,5,16,75,5,3611,124,231,0.936305732484076,0,0.700636942675159,0.0318471337579618,0.0127388535031847,0,0.0191082802547771,0.0573248407643312,0.00636942675159236,25.2866242038217,10.9205298013245,0.248407643312102,0.496815286624204,0.254777070063694,0.0132450331125828,0.0573248407643312,0.426751592356688,0.280254777070064,0.184713375796178,0.490066225165563,0.304635761589404,0.0132450331125828,0.19205298013245,0.519736842105263,0.361842105263158,0.0526315789473684,2.6433101,24767,2.0336001,19054.527,224271,9,0.0620689655172414,0,0.970802919708029,1,1,1,10,5,1,10
2014,2002,6.73292579067289,151,1,1,1,1,1,0,0,14,936826,11,5,16,75,5,3611,146,25,0.900662251655629,0,0.688741721854305,0.0198675496688742,0.033112582781457,0,0,0.033112582781457,0.0132450331125828,25.6953642384106,10.5259259259259,0.185430463576159,0.529801324503311,0.28476821192053,0.00740740740740741,0.0728476821192053,0.417218543046358,0.28476821192053,0.112582781456954,0.536231884057971,0.297101449275362,0,0.166666666666667,0.51937984496124,0.372093023255814,0.0387596899224806,2.6433101,24767,2.0336001,19054.527,224271,9,0.336065573770492,0,0.923664122137405,0.961832061068702,1,1,10,5,1,10
2015,2002,6.28703666546277,141,1,1,1,1,1,1,1,14,936826,11,5,16,75,5,3611,140,371,0.914893617021277,0,0.75886524822695,0,0,0,0.0141843971631206,0.0567375886524823,0.0141843971631206,25.2340425531915,10.1259259259259,0.191489361702128,0.531914893617021,0.276595744680851,0.00740740740740741,0.127659574468085,0.446808510638298,0.276595744680851,0.099290780141844,0.565217391304348,0.246376811594203,0.0072463768115942,0.181159420289855,0.50381679389313,0.442748091603053,0.0152671755725191,2.6433101,24767,2.0336001,19054.527,224271,9,0.338461538461538,0,0.918032786885246,0.975409836065574,1,1,10,5,1,10
2016,2002,6.19785884042074,139,1,1,1,1,1,1,1,14,936826,11,5,16,75,5,3611,130,259,0.942446043165468,0.00719424460431655,0.654676258992806,0.0143884892086331,0.0287769784172662,0.0143884892086331,0.00719424460431655,0.115107913669065,0.0143884892086331,26.8057553956835,11.2296296296296,0.165467625899281,0.467625899280576,0.366906474820144,0.00740740740740741,0.0575539568345324,0.402877697841727,0.280575539568345,0.223021582733813,0.559701492537313,0.298507462686567,0,0.141791044776119,0.4296875,0.4765625,0.03125,2.6433101,24767,2.0336001,19054.527,224271,9,0.0403225806451613,0,1,1,1,1,10,5,1,10
2017,2002,8.29353772890833,186,1,1,1,1,1,1,1,14,936826,11,5,16,75,5,3611,124,155,0.870967741935484,0.00537634408602151,0.747311827956989,0.032258064516129,0,0.00537634408602151,0.00537634408602151,0.0591397849462366,0.0376344086021505,25.2043010752688,10.6460674157303,0.274193548387097,0.446236559139785,0.279569892473118,0,0.139784946236559,0.317204301075269,0.376344086021505,0.123655913978495,0.546511627906977,0.273255813953488,0.00581395348837209,0.174418604651163,0.482954545454545,0.409090909090909,0.0397727272727273,2.6433101,24767,2.0336001,19054.527,224271,9,0.0304878048780488,0,0.917721518987342,0.962025316455696,0.974683544303797,1,10,5,1,10
2008,2004,7.29892459189545,293,0,0,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,409,302,1,0.0068259385665529,0.798634812286689,0.0136518771331058,0.0307167235494881,0,0.00341296928327645,0.116040955631399,0.00341296928327645,27.1399317406143,8.02389078498294,0.150170648464164,0.508532423208191,0.341296928327645,0.0887372013651877,0.279863481228669,0.474402730375427,0.109215017064846,0.0477815699658703,0.436363636363636,0.436363636363636,0.00727272727272727,0.12,0.136518771331058,0.621160409556314,0.0102389078498294,3.53724,56736,2.8854201,46280.84,401429,10,0.00363636363636364,0,0,1,1,1,10,5,1,10
2009,2004,6.65123845063511,267,0,0,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,395,611,1,0,0.808988764044944,0.00749063670411985,0.0187265917602996,0,0,0.131086142322097,0,26.0411985018727,8.34082397003745,0.131086142322097,0.565543071161049,0.303370786516854,0.0711610486891386,0.224719101123595,0.550561797752809,0.104868913857678,0.048689138576779,0.458823529411765,0.4,0,0.141176470588235,0.157303370786517,0.625468164794007,0.0411985018726592,3.53724,56736,2.8854201,46280.84,401429,10,0.00784313725490196,0,0,1,1,1,10,5,1,10
2010,2004,7.448390624494,299,0,0,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,404,914,1,0.0100334448160535,0.822742474916388,0.020066889632107,0.020066889632107,0,0.00334448160535117,0.110367892976589,0,25.9765886287625,8.38461538461539,0.163879598662207,0.545150501672241,0.290969899665552,0.0602006688963211,0.237458193979933,0.538461538461538,0.127090301003344,0.0367892976588629,0.451388888888889,0.409722222222222,0.00347222222222222,0.135416666666667,0.214046822742475,0.625418060200669,0.0367892976588629,3.53724,56736,2.8854201,46280.84,401429,10,0.131944444444444,0,0,1,1,1,10,5,1,10
2011,2004,7.62276766252563,306,0,0,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,96,2315,0.986928104575163,0.0065359477124183,0.836601307189543,0.0359477124183007,0.0130718954248366,0.00326797385620915,0.00326797385620915,0.0882352941176471,0.00326797385620915,26.078431372549,8.34967320261438,0.179738562091503,0.542483660130719,0.277777777777778,0.0490196078431373,0.264705882352941,0.526143790849673,0.133986928104575,0.0261437908496732,0.506849315068493,0.342465753424658,0.00342465753424658,0.147260273972603,0.303921568627451,0.611111111111111,0.0130718954248366,3.53724,56736,2.8854201,46280.84,401429,10,0.167808219178082,0,0,1,1,1,10,5,1,10
2012,2004,6.57650543433583,264,0,0,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,315,424,1,0.00378787878787879,0.776515151515151,0.0416666666666667,0.0113636363636364,0,0.00378787878787879,0.0909090909090909,0,27.4090909090909,10.2530120481928,0.117424242424242,0.492424242424242,0.390151515151515,0.00803212851405622,0.15530303030303,0.420454545454545,0.200757575757576,0.159090909090909,0.482352941176471,0.337254901960784,0.0196078431372549,0.16078431372549,0.290598290598291,0.641025641025641,0.0128205128205128,3.53724,56736,2.8854201,46280.84,401429,10,0.0133928571428571,0,0,1,1,1,10,5,1,10
2013,2004,7.07472554299764,284,1,1,0,0,0,0,0,14,1559683,12,4,9,64,5,3663,241,45,1,0.00352112676056338,0.633802816901408,0.0316901408450704,0.0176056338028169,0,0.00704225352112676,0.0704225352112676,0.0352112676056338,26.8591549295775,10.0603773584906,0.137323943661972,0.514084507042254,0.348591549295775,0,0.183098591549296,0.373239436619718,0.274647887323944,0.102112676056338,0.460674157303371,0.325842696629214,0.00749063670411985,0.205992509363296,0.271255060728745,0.587044534412955,0.0323886639676113,3.53724,56736,2.8854201,46280.84,401429,10,0.0330578512396694,0,0,1,1,1,10,5,1,10
2014,2004,7.82205570599035,314,1,1,1,1,1,1,0,14,1559683,12,4,9,64,5,3663,200,426,1,0,0.60828025477707,0.0414012738853503,0.0222929936305732,0,0.054140127388535,0.0605095541401274,0.0254777070063694,27.1783439490446,9.91362126245847,0.152866242038217,0.496815286624204,0.35031847133758,0.00664451827242525,0.165605095541401,0.420382165605096,0.28343949044586,0.0828025477707006,0.52,0.296666666666667,0.00666666666666667,0.176666666666667,0.309859154929577,0.602112676056338,0.00704225352112676,3.53724,56736,2.8854201,46280.84,401429,10,0.270758122743682,0,0,1,1,1,10,5,1,10
2015,2004,7.67258967339181,308,1,1,1,1,1,1,1,14,1559683,12,4,9,64,5,3663,225,364,0.954545454545455,0.00649350649350649,0.62987012987013,0.0162337662337662,0.0194805194805195,0,0.025974025974026,0.038961038961039,0.00324675324675325,26.8214285714286,10.051724137931,0.142857142857143,0.474025974025974,0.383116883116883,0.0103448275862069,0.155844155844156,0.399350649350649,0.272727272727273,0.103896103896104,0.498293515358362,0.300341296928328,0.0204778156996587,0.180887372013652,0.363636363636364,0.545454545454545,0.0181818181818182,3.53724,56736,2.8854201,46280.84,401429,10,0.332116788321168,0,0,0.975694444444444,0.940972222222222,1,10,5,1,10
2016,2004,7.64767866795872,307,1,1,1,1,1,1,1,14,1559683,12,4,9,64,5,3663,208,440,0.954397394136808,0.0130293159609121,0.631921824104234,0.0456026058631922,0.0195439739413681,0,0.0456026058631922,0.0684039087947883,0.0228013029315961,26.7035830618893,10.3673469387755,0.153094462540717,0.514657980456026,0.332247557003257,0.0102040816326531,0.153094462540717,0.306188925081433,0.390879478827362,0.0977198697068404,0.532423208191126,0.296928327645051,0.0068259385665529,0.16382252559727,0.32129963898917,0.566787003610108,0.0324909747292419,3.53724,56736,2.8854201,46280.84,401429,10,0.0293040293040293,0,0,0.950354609929078,0.918439716312057,1,10,5,1,10
2017,2004,7.92169972772271,318,1,1,1,1,1,1,1,14,1559683,12,4,9,64,5,3663,164,432,0.971698113207547,0.00314465408805031,0.632075471698113,0.0408805031446541,0.0188679245283019,0,0.0408805031446541,0.050314465408805,0.00628930817610063,26.8616352201258,10.3162939297125,0.10377358490566,0.569182389937107,0.327044025157233,0.00638977635782748,0.144654088050314,0.430817610062893,0.257861635220126,0.144654088050314,0.58252427184466,0.288025889967638,0.0129449838187702,0.116504854368932,0.355048859934853,0.534201954397394,0.00977198697068404,3.53724,56736,2.8854201,46280.84,401429,10,0.0606060606060606,0,0,0.989966555183946,0.949832775919732,1,10,5,1,10
2008,3003,9.32580837071696,58,0,0,0,0,0,0,0,12,251871,10,5,1,77,4,4326,135,147,0.896551724137931,0.0344827586206897,0.844827586206897,0.0172413793103448,0.0172413793103448,0,0,0.0344827586206897,0,25.8965517241379,8.27586206896552,0.155172413793103,0.53448275862069,0.310344827586207,0.0689655172413793,0.258620689655172,0.448275862068966,0.224137931034483,0,0.491228070175439,0.473684210526316,0.0175438596491228,0.0175438596491228,0.172413793103448,0.586206896551724,0,2.7876501,7900,2.7242601,7719.9536,62193,9,0,0,1,1,1,1,10,4,1,10
2009,3003,7.87870017526088,49,0,0,0,0,0,0,0,12,251871,10,5,1,77,4,4326,35,242,0.938775510204082,0.0204081632653061,0.938775510204082,0,0.0408163265306122,0,0,0,0,27.1632653061224,8.3265306122449,0.122448979591837,0.530612244897959,0.346938775510204,0.0612244897959184,0.224489795918367,0.530612244897959,0.183673469387755,0,0.3125,0.479166666666667,0.0416666666666667,0.166666666666667,0.387755102040816,0.469387755102041,0,2.7876501,7900,2.7242601,7719.9536,62193,9,0,0,1,1,1,1,10,4,1,10
2010,3003,4.8236939848536,30,0,0,0,0,0,0,0,12,251871,10,5,1,77,4,4326,48,390,0.8,0,0.9,0.0666666666666667,0.0333333333333333,0.0333333333333333,0,0,0,28.5666666666667,9.5,0.0666666666666667,0.6,0.333333333333333,0,0.0666666666666667,0.7,0.233333333333333,0,0.448275862068966,0.379310344827586,0,0.172413793103448,0.333333333333333,0.566666666666667,0.0333333333333333,2.7876501,7900,2.7242601,7719.9536,62193,9,0.0689655172413793,0,1,1,1,1,10,4,1,10
2011,3003,5.94922258131944,37,0,0,0,0,0,0,0,12,251871,10,5,1,77,4,4326,119,295,0.918918918918919,0.027027027027027,0.837837837837838,0.027027027027027,0.108108108108108,0,0,0,0,26.4594594594595,8.43243243243243,0.189189189189189,0.513513513513513,0.297297297297297,0.027027027027027,0.216216216216216,0.648648648648649,0.108108108108108,0,0.432432432432432,0.378378378378378,0.027027027027027,0.162162162162162,0.540540540540541,0.432432432432432,0,2.7876501,7900,2.7242601,7719.9536,62193,9,0.189189189189189,0,1,1,1,1,10,4,1,10
