"Year","Municipality","birth_numb","fetal_growth","lbw","lbw_v","weight","female","gest_age","preterm","preterm_v","resp_problem","height","sh_e_mt_lmbirth","sh_e_mt_fmtrim1","sh_e_mt_fmtrim2","sh_e_mt_fmtrim3","sh_e_mt_fmtrim4","sh_e_mt_fmtrim5","sh_e_mt_fmtrim6","log_pop_tot_2010","pop_tot_2010","pop_5_2010","pop_65_2010","farming_land_2005","hi_2010","unemp_2010","ing_ctpc_2010","exp_transfers_pc","exp_public_inv_pc","urb_cat","wrk","tra_1","tra_2","tra_4","tra_5","tra_6","tra_7","tra_8","tra_9","age_mother","years_edu","eda_1","eda_2","eda_3","edu_1","edu_2","edu_3","edu_4","edu_5","mar_1","mar_2","mar_3","mar_4","ins_1","ins_2","ins_3","pov_per_2010","pov_num_2010","pov_food_per_2010","pov_food_num_2010","pop_mun_fem_1544_2010","income_lbm_2010","income_eligible_lb","income_eligible_lbm","tarjetasinhambre","ever_loc_k","loc_stores","tao_lg5_mt_lmbirth","tao_lg4_mt_lmbirth","tao_lg3_mt_lmbirth","tao_lg2_mt_lmbirth","tao_lg1_mt_lmbirth","tao_lg0_mt_lmbirth","tao_ld1_mt_lmbirth","tao_ld2_mt_lmbirth","tao_ld3_mt_lmbirth","tao_ld4_mt_lmbirth","State","counter","count_balance","count_treat","birth_numb25","birth_numb25_sum"
2012,7003,117,83.6348490285737,0.0530973451327434,0.00884955752212389,3278.58407079646,0.52991452991453,39.1196581196581,0.0427350427350427,0.00854700854700855,0.0598290598290598,49.9823008849558,0,0,0,0,0,0,0,10,27580,12,7,20,51,3,1127,169,1131,0.581196581196581,0.00854700854700855,0,0,0,0,0.00854700854700855,0,0,0,24.9145299145299,6.02564102564103,0.247863247863248,0.521367521367521,0.230769230769231,0.136752136752137,0.581196581196581,0.282051282051282,0,0,0.709401709401709,0.230769230769231,0,0.0598290598290598,0.700854700854701,0.0170940170940171,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.846153846153846,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7003,171,81.9980540398018,0.0316455696202532,0,3210.9746835443,0.491228070175439,38.9823529411765,0.0529411764705882,0.00588235294117647,0.152046783625731,50.1707317073171,0,0,0,0,0,0,0,10,27580,12,7,20,51,3,1127,144,1358,0.631578947368421,0,0,0,0,0,0,0,0,0,24.766081871345,6.6140350877193,0.198830409356725,0.614035087719298,0.187134502923977,0.116959064327485,0.444444444444444,0.43859649122807,0,0,0.64327485380117,0.274853801169591,0,0.0818713450292398,0.807017543859649,0.0526315789473684,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.871345029239766,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
2014,7003,313,83.0664187628113,0.0481099656357388,0.00343642611683849,3246.49828178694,0.492012779552716,38.9744408945687,0.0670926517571885,0.00958466453674121,0.0958466453674121,49.9834437086093,1,1,0,0,0,0,0,10,27580,12,7,20,51,3,1127,133,1939,0.686900958466454,0.00638977635782748,0,0.00319488817891374,0.00319488817891374,0,0,0,0,0,24.3162939297125,8.06070287539936,0.182108626198083,0.638977635782748,0.178913738019169,0.060702875399361,0.306709265175719,0.456869009584665,0.175718849840256,0,0.543130990415335,0.36741214057508,0,0.0894568690095847,0.920127795527157,0.0191693290734824,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.865814696485623,0,0,0,0,0.130990415335463,0.869009584664537,0,0,0,0,7,1,10,4,1,10
2015,7003,325,82.5459565816914,0.0460526315789474,0.00328947368421053,3219.12171052632,0.483076923076923,38.8246153846154,0.0615384615384615,0.00923076923076923,0.0707692307692308,50.1736334405145,1,1,1,1,1,1,0,10,27580,12,7,20,51,3,1127,167,1276,0.464615384615385,0.00923076923076923,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0.00307692307692308,23.7076923076923,8.29846153846154,0.212307692307692,0.661538461538462,0.126153846153846,0.0338461538461538,0.344615384615385,0.409230769230769,0.212307692307692,0,0.541538461538462,0.378461538461538,0.00923076923076923,0.0707692307692308,0.910769230769231,0.00923076923076923,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.818461538461538,0,0,0,0,0,0,1,0,0,0,7,1,10,4,1,10
2016,7003,206,82.2461969546885,0.0307692307692308,0.0153846153846154,3204.48205128205,0.451456310679612,38.8592233009709,0.0533980582524272,0.00970873786407767,0.0485436893203883,49.384236453202,1,1,1,1,1,1,1,10,27580,12,7,20,51,3,1127,147,1287,0.567961165048544,0.00485436893203883,0,0,0,0,0,0,0,0.00485436893203883,24.752427184466,7.5873786407767,0.189320388349515,0.611650485436893,0.199029126213592,0.0679611650485437,0.393203883495146,0.412621359223301,0.12621359223301,0,0.62621359223301,0.310679611650485,0.00485436893203883,0.058252427184466,0.936893203883495,0.00970873786407767,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.825242718446602,0,0,0,0,0,0,0,1,0,0,7,1,10,4,1,10
2017,7003,261,80.9357193198395,0.0607287449392713,0.0121457489878543,3146.6032388664,0.496153846153846,38.6781609195402,0.0727969348659004,0.0114942528735632,0.0651340996168582,49.9676113360324,1,1,1,1,1,1,1,10,27580,12,7,20,51,3,1127,0,0,0.498084291187739,0.00766283524904215,0,0,0.00383141762452107,0,0,0,0,0.00383141762452107,23.7432950191571,8.19540229885057,0.24904214559387,0.601532567049808,0.149425287356322,0.0574712643678161,0.272030651340996,0.494252873563218,0.176245210727969,0,0.601532567049808,0.318007662835249,0.00766283524904215,0.0727969348659004,0.950191570881226,0.00766283524904215,0,34.226212,8954,16.527491,4323.7568,6576,44,1,1,0,0,0.827586206896552,0,0,0,0,0,0,0,0,1,0,7,1,10,4,1,10
2008,7004,74,76.5331894970313,0.108108108108108,0.0135135135135135,3019.63513513513,0.527027027027027,39.472972972973,0.0135135135135135,0,0.0540540540540541,49.3783783783784,0,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,131,1447,0.189189189189189,0,0,0,0,0,0,0,0,0,25.5,2.75675675675676,0.0675675675675676,0.783783783783784,0.148648648648649,0.567567567567568,0.378378378378378,0.0540540540540541,0,0,0.905405405405405,0.0675675675675676,0.0135135135135135,0.0135135135135135,0.0945945945945946,0,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.216216216216216,0.27027027027027,0.22972972972973,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7004,298,77.155158396973,0.0906040268456376,0.00335570469798658,3029.81208053691,0.456375838926175,39.2169491525424,0.0101694915254237,0,0.023489932885906,49.5,0,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,195,3425,0.459731543624161,0,0,0,0,0,0,0,0,0,24.3624161073826,5.67785234899329,0.191275167785235,0.667785234899329,0.140939597315436,0.201342281879195,0.533557046979866,0.248322147651007,0.00671140939597315,0.0100671140939597,0.724832214765101,0.231543624161074,0.00335570469798658,0.0402684563758389,0.0838926174496644,0,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.473154362416107,0.523489932885906,0.48993288590604,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7004,225,75.944674045733,0.0888888888888889,0,2976.36444444444,0.48,39.2053571428571,0.0133928571428571,0.00446428571428571,0.0311111111111111,49.1511111111111,0,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,184,1695,0.568888888888889,0.00444444444444444,0,0,0.00444444444444444,0,0,0,0,0,24.6133333333333,5.16,0.191111111111111,0.626666666666667,0.182222222222222,0.204444444444444,0.666666666666667,0.128888888888889,0,0,0.648888888888889,0.324444444444444,0.00444444444444444,0.0222222222222222,0.128888888888889,0.00444444444444444,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.613333333333333,0.622222222222222,0.613333333333333,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7004,402,77.5347331205202,0.0588235294117647,0.00294117647058824,3048.55882352941,0.517412935323383,39.2985074626866,0.0373134328358209,0.00497512437810945,0.0422885572139304,49.7859007832898,0,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,296,2066,0.425373134328358,0,0,0,0,0,0,0,0,0,24.5049751243781,5.7910447761194,0.223880597014925,0.59452736318408,0.181592039800995,0.149253731343284,0.634328358208955,0.203980099502488,0.0124378109452736,0,0.681592039800995,0.278606965174129,0,0.0398009950248756,0.330845771144279,0.00248756218905473,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.462686567164179,0.480099502487562,0.472636815920398,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7004,285,77.9935902586223,0.0383141762452107,0,3064.83908045977,0.431578947368421,39.2526315789474,0.0315789473684211,0.00350877192982456,0.0526315789473684,49.6057347670251,0,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,376,4502,0.435087719298246,0,0,0,0,0,0,0,0,0,23.6385964912281,4.84210526315789,0.252631578947368,0.596491228070175,0.150877192982456,0.256140350877193,0.617543859649123,0.126315789473684,0,0,0.736842105263158,0.221052631578947,0.00350877192982456,0.0385964912280702,0.505263157894737,0.0315789473684211,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.452631578947368,0.484210526315789,0.473684210526316,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7004,396,78.0841474319092,0.0676056338028169,0,3044.05070422535,0.439393939393939,39.0151515151515,0.0429292929292929,0.0101010101010101,0.0606060606060606,49.3852242744063,1,0,0,0,0,0,0,10,29865,14,3,5,29,2,773,380,5949,0.353535353535354,0.00505050505050505,0,0,0.00252525252525253,0,0,0,0,0.00252525252525253,24.1237373737374,5.56060606060606,0.224747474747475,0.590909090909091,0.184343434343434,0.191919191919192,0.570707070707071,0.237373737373737,0,0,0.666666666666667,0.285353535353535,0.00505050505050505,0.0429292929292929,0.613636363636364,0.0252525252525253,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.388888888888889,0.464646464646465,0.393939393939394,0,0,0,0,0.244949494949495,0.755050505050505,0,0,0,0,7,1,10,5,1,10
2014,7004,453,78.3228080585549,0.0632603406326034,0.0048661800486618,3065.35766423358,0.441501103752759,39.0618101545254,0.0353200883002208,0.00662251655629139,0.0728476821192053,49.2258823529412,1,1,1,1,1,1,0,10,29865,14,3,5,29,2,773,351,4772,0.490066225165563,0,0,0,0,0,0,0,0,0,24.2384105960265,6.47682119205298,0.253863134657837,0.571743929359823,0.17439293598234,0.152317880794702,0.456953642384106,0.317880794701987,0.0728476821192053,0,0.724061810154525,0.229580573951435,0.00441501103752759,0.0419426048565121,0.704194260485651,0.0375275938189845,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.520971302428256,0.527593818984547,0.56953642384106,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7004,571,78.5627774919118,0.0397727272727273,0,3089.19696969697,0.531578947368421,39.2749562171629,0.0280210157618214,0,0.469352014010508,49.4259597806216,1,1,1,1,1,1,1,10,29865,14,3,5,29,2,773,238,3178,0.455341506129597,0,0,0,0,0,0,0,0,0,24.6654991243433,6.63572679509632,0.218914185639229,0.5569176882662,0.224168126094571,0.115586690017513,0.51138353765324,0.302977232924694,0.0700525394045534,0,0.679509632224168,0.271453590192644,0,0.0490367775831874,0.749562171628722,0.0175131348511384,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.471103327495622,0.518388791593695,0.499124343257443,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7004,54,79.2361100609348,0.04,0.02,3110.64,0.518518518518518,39.1111111111111,0.0555555555555556,0.0185185185185185,0.148148148148148,49.58,1,1,1,1,1,1,1,10,29865,14,3,5,29,2,773,186,4449,0.777777777777778,0.0185185185185185,0,0,0,0,0.0185185185185185,0,0,0,24.6666666666667,4.72222222222222,0.166666666666667,0.666666666666667,0.166666666666667,0.351851851851852,0.388888888888889,0.240740740740741,0.0185185185185185,0,0.685185185185185,0.222222222222222,0.037037037037037,0.0555555555555556,0.537037037037037,0.314814814814815,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.796296296296296,0.814814814814815,0.814814814814815,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7004,162,78.9864952334399,0.0529801324503311,0.00662251655629139,3085.87417218543,0.487654320987654,39,0.0555555555555556,0.00617283950617284,0.0555555555555556,49.9493670886076,1,1,1,1,1,1,1,10,29865,14,3,5,29,2,773,199,3964,0.765432098765432,0,0,0,0,0,0,0,0,0,23.7407407407407,3.90740740740741,0.197530864197531,0.691358024691358,0.111111111111111,0.41358024691358,0.487654320987654,0.0679012345679012,0.0308641975308642,0,0.845679012345679,0.117283950617284,0.00617283950617284,0.0308641975308642,0.209876543209877,0.753086419753086,0,66.87191,24610,17.72744,6523.875,6265,71,1,1,0.777777777777778,0.796296296296296,0.777777777777778,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7005,63,78.705287351063,0.116666666666667,0.0166666666666667,3078.75,0.555555555555556,38.8474576271186,0.0677966101694915,0.0169491525423729,0.301587301587302,48.4237288135593,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,326,1425,0.301587301587302,0,0,0,0,0,0,0,0,0,24.7777777777778,5.57142857142857,0.206349206349206,0.571428571428571,0.222222222222222,0.238095238095238,0.444444444444444,0.301587301587302,0.0158730158730159,0,0.507936507936508,0.412698412698413,0,0.0793650793650794,0.682539682539683,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.46031746031746,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2009,7005,134,80.6119673005344,0.0833333333333333,0,3159.46212121212,0.511278195488722,39.1804511278196,0,0,0.149253731343284,49.4285714285714,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,251,2256,0.402985074626866,0,0,0,0,0,0,0,0,0,24.6791044776119,6.61194029850746,0.17910447761194,0.611940298507463,0.208955223880597,0.134328358208955,0.477611940298507,0.313432835820896,0.0671641791044776,0.00746268656716418,0.388059701492537,0.582089552238806,0.0149253731343284,0.0149253731343284,0.73134328358209,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.574626865671642,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2010,7005,157,81.0135474816312,0.0774193548387097,0.00645161290322581,3161.81290322581,0.5,38.987012987013,0.0714285714285714,0.00649350649350649,0.203821656050955,49.2903225806452,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,366,2180,0.43312101910828,0,0,0,0,0,0,0,0,0,24.8789808917197,5.90445859872611,0.248407643312102,0.509554140127389,0.24203821656051,0.140127388535032,0.611464968152866,0.248407643312102,0,0,0.394904458598726,0.573248407643312,0.0127388535031847,0.0191082802547771,0.796178343949045,0.00636942675159236,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.547770700636943,0,1,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2011,7005,157,81.6721921092586,0.0469798657718121,0,3183.22818791946,0.52258064516129,38.9548387096774,0.0580645161290323,0,0.10828025477707,49.2885906040268,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,0,0,0.54140127388535,0.00636942675159236,0,0,0,0,0,0,0,0.00636942675159236,24.7006369426752,6.59235668789809,0.273885350318471,0.490445859872611,0.235668789808917,0.0955414012738854,0.547770700636943,0.32484076433121,0.0318471337579618,0,0.388535031847134,0.56687898089172,0,0.0445859872611465,0.904458598726115,0.00636942675159236,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.67515923566879,0,0,1,0,0,0,0,0,0,0,7,1,10,4,1,10
2012,7005,154,81.512812387726,0.0808823529411765,0,3179.19117647059,0.545454545454545,39.0064935064935,0.0649350649350649,0,0.0974025974025974,49.4620689655172,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,39,0,0.590909090909091,0,0,0,0,0,0,0,0,0,25.3961038961039,6.05844155844156,0.25974025974026,0.461038961038961,0.279220779220779,0.136363636363636,0.571428571428571,0.292207792207792,0,0,0.467532467532468,0.487012987012987,0.0194805194805195,0.025974025974026,0.954545454545455,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.714285714285714,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7005,204,82.4982734533461,0.0374331550802139,0.0053475935828877,3219.8128342246,0.53,38.775,0.045,0.01,0.151960784313725,49.6217616580311,0,0,0,0,0,0,0,10,21275,15,4,16,63,2,626,0,0,0.53921568627451,0,0,0,0,0,0,0,0,0,24.0147058823529,6.57352941176471,0.279411764705882,0.529411764705882,0.191176470588235,0.122549019607843,0.441176470588235,0.436274509803922,0,0,0.382352941176471,0.573529411764706,0.00490196078431373,0.0392156862745098,0.96078431372549,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.696078431372549,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
2014,7005,265,81.9733193165975,0.0416666666666667,0.0125,3205.35,0.511363636363636,38.9545454545455,0.0454545454545455,0.00378787878787879,0.0867924528301887,49.7510040160643,1,1,0,0,0,0,0,10,21275,15,4,16,63,2,626,790,6587,0.50188679245283,0.0113207547169811,0,0,0,0.00377358490566038,0,0,0,0.00754716981132075,25.2150943396226,7.40377358490566,0.218867924528302,0.539622641509434,0.241509433962264,0.0905660377358491,0.392452830188679,0.384905660377359,0.132075471698113,0,0.452830188679245,0.494339622641509,0.00754716981132075,0.0452830188679245,0.966037735849057,0.00754716981132075,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.683018867924528,0,0,0,0,0.143396226415094,0.856603773584906,0,0,0,0,7,1,10,4,1,10
2015,7005,305,82.0434453162362,0.032967032967033,0.00366300366300366,3191.08058608059,0.478547854785479,38.8613861386139,0.0495049504950495,0.0033003300330033,0.121311475409836,49.7689530685921,1,1,1,1,1,1,0,10,21275,15,4,16,63,2,626,156,2922,0.426229508196721,0,0,0,0,0,0,0,0,0,24.2065573770492,8.05573770491803,0.272131147540984,0.540983606557377,0.186885245901639,0.0557377049180328,0.321311475409836,0.449180327868852,0.173770491803279,0,0.478688524590164,0.498360655737705,0.00327868852459016,0.019672131147541,0.957377049180328,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.629508196721312,0,0,0,0,0,0,1,0,0,0,7,1,10,4,1,10
2016,7005,229,82.0257073679457,0.0327102803738318,0,3184.53271028037,0.530973451327434,38.8716814159292,0.0221238938053097,0,0.139737991266376,49.4928909952607,1,1,1,1,1,1,1,10,21275,15,4,16,63,2,626,190,2719,0.432314410480349,0.00436681222707424,0,0,0,0,0,0,0,0.00436681222707424,24.3624454148472,6.89082969432314,0.240174672489083,0.572052401746725,0.187772925764192,0.109170305676856,0.427947598253275,0.410480349344978,0.0524017467248908,0,0.554585152838428,0.414847161572052,0.00873362445414847,0.0218340611353712,0.960698689956332,0.00436681222707424,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.550218340611354,0,0,0,0,0,0,0,1,0,0,7,1,10,4,1,10
2017,7005,269,82.1552659984184,0.0669456066945607,0.00418410041841004,3179.22594142259,0.481203007518797,38.5475285171103,0.114068441064639,0.0152091254752852,0.24907063197026,49.3347107438017,1,1,1,1,1,1,1,10,21275,15,4,16,63,2,626,203,3492,0.29368029739777,0,0,0,0,0,0,0,0,0,24.1189591078067,7.5724907063197,0.237918215613383,0.587360594795539,0.174721189591078,0.0594795539033457,0.379182156133829,0.479553903345725,0.0817843866171004,0,0.49814126394052,0.449814126394052,0.00743494423791822,0.0446096654275093,0.95910780669145,0,0,54.16703,13338,25.41094,6256.9355,4726,75,1,1,0,0,0.460966542750929,0,0,0,0,0,0,0,0,1,0,7,1,10,4,1,10
2008,7006,163,81.9344814523186,0.0613496932515337,0,3200.67484662577,0.521472392638037,39.15,0.05,0,0.116564417177914,49.5153374233129,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,0,0,0.294478527607362,0,0,0,0,0,0,0,0,0,25.0981595092025,6.31901840490798,0.104294478527607,0.723926380368098,0.171779141104294,0.171779141104294,0.45398773006135,0.331288343558282,0.0184049079754601,0.0245398773006135,0.791411042944785,0.171779141104294,0.00613496932515337,0.0306748466257669,0.521472392638037,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.368098159509202,0.883435582822086,0.539877300613497,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2009,7006,301,79.8457454471431,0.0897009966777409,0.0166112956810631,3138.25581395349,0.495016611295681,39.23,0.0366666666666667,0.01,0.136212624584718,49.4717607973422,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,270,1204,0.388704318936877,0.00664451827242525,0,0,0.00332225913621262,0,0,0,0.00332225913621262,0,24.9169435215947,6.83720930232558,0.172757475083056,0.617940199335548,0.209302325581395,0.0830564784053156,0.551495016611296,0.299003322259136,0.0564784053156146,0.00996677740863787,0.754152823920266,0.196013289036545,0,0.0498338870431894,0.561461794019934,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.491694352159468,0.92358803986711,0.60797342192691,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2010,7006,313,80.2921358331021,0.060702875399361,0.00638977635782748,3161.95846645367,0.501597444089457,39.3141025641026,0.0256410256410256,0.00641025641025641,0.0990415335463259,49.4935897435897,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,243,1130,0.364217252396166,0,0,0,0,0,0,0,0,0,25.85303514377,6.10543130990415,0.188498402555911,0.55591054313099,0.255591054313099,0.121405750798722,0.600638977635783,0.277955271565495,0,0,0.753993610223642,0.201277955271566,0.00319488817891374,0.0415335463258786,0.722044728434505,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.463258785942492,0.891373801916933,0.584664536741214,0,1,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2011,7006,347,80.7004953373105,0.0279503105590062,0,3166.81055900621,0.485549132947977,39.2023121387283,0.0375722543352601,0,0.0489913544668588,49.6597014925373,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,264,1233,0.556195965417867,0,0,0,0,0,0,0,0,0,25.985590778098,6.76080691642651,0.135446685878963,0.585014409221902,0.279538904899135,0.0979827089337176,0.484149855907781,0.386167146974063,0.031700288184438,0,0.723342939481268,0.236311239193084,0.00864553314121038,0.031700288184438,0.858789625360231,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.639769452449568,0.890489913544669,0.717579250720461,0,0,1,0,0,0,0,0,0,0,7,1,10,4,1,10
2012,7006,316,80.0357895136303,0.0501672240802676,0.00668896321070234,3145.89632107023,0.455696202531646,39.2341772151899,0.0411392405063291,0.00632911392405063,0.107594936708861,49.3762376237624,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,284,2503,0.569620253164557,0,0,0,0,0,0,0,0,0,25.9525316455696,6.39873417721519,0.164556962025316,0.550632911392405,0.284810126582278,0.0917721518987342,0.591772151898734,0.316455696202532,0,0,0.768987341772152,0.19620253164557,0.00632911392405063,0.0284810126582278,0.943037974683544,0.00949367088607595,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.629746835443038,0.89873417721519,0.686708860759494,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7006,382,80.0491280132844,0.0527777777777778,0.00277777777777778,3127.51111111111,0.4750656167979,38.9842519685039,0.05249343832021,0.005249343832021,0.0575916230366492,49.5,0,0,0,0,0,0,0,10,29547,14,6,21,64,1,754,293,3184,0.481675392670157,0.00261780104712042,0,0,0.00261780104712042,0,0,0,0,0,25.9842931937173,6.5261780104712,0.154450261780105,0.56020942408377,0.285340314136126,0.112565445026178,0.486910994764398,0.400523560209424,0,0,0.730366492146597,0.196335078534031,0.0157068062827225,0.0575916230366492,0.900523560209424,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.547120418848168,0.897905759162304,0.646596858638743,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
2014,7006,435,79.2286668986371,0.0621890547263682,0.00248756218905473,3090.1144278607,0.497695852534562,38.9285714285714,0.0691244239631336,0.00230414746543779,0.0620689655172414,49.718826405868,1,1,0,0,0,0,0,10,29547,14,6,21,64,1,754,343,2490,0.547126436781609,0.00229885057471264,0,0,0,0,0,0,0,0.00229885057471264,25.7747126436782,7.31034482758621,0.160919540229885,0.56551724137931,0.273563218390805,0.0850574712643678,0.416091954022988,0.390804597701149,0.108045977011494,0,0.758620689655172,0.186206896551724,0.00229885057471264,0.0528735632183908,0.924137931034483,0,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.639080459770115,0.891954022988506,0.72183908045977,0,0,0,0,0.147126436781609,0.852873563218391,0,0,0,0,7,1,10,4,1,10
2015,7006,457,80.7496515450821,0.0390804597701149,0,3163.51494252874,0.520787746170678,39.1531728665208,0.0284463894967177,0,0.102844638949672,49.7459584295612,1,1,1,1,1,1,0,10,29547,14,6,21,64,1,754,414,2467,0.555798687089716,0,0,0,0,0,0,0,0,0,25.9080962800875,7.33916849015317,0.157549234135667,0.542669584245077,0.299781181619256,0.0678336980306346,0.479212253829322,0.323851203501094,0.12910284463895,0,0.74398249452954,0.216630196936543,0.00437636761487965,0.0350109409190372,0.888402625820569,0.00218818380743982,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.62363238512035,0.892778993435449,0.722100656455142,0,0,0,0,0,0,1,0,0,0,7,1,10,4,1,10
2016,7006,300,79.6989450930987,0.0892857142857143,0.00714285714285714,3113.53571428571,0.496666666666667,38.96,0.0566666666666667,0.01,0.05,49.7622377622378,1,1,1,1,1,1,1,10,29547,14,6,21,64,1,754,298,2889,0.8,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,25.3166666666667,7.18,0.193333333333333,0.586666666666667,0.22,0.106666666666667,0.39,0.4,0.103333333333333,0,0.73,0.203333333333333,0.0133333333333333,0.0533333333333333,0.903333333333333,0.0166666666666667,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.84,0.96,0.886666666666667,0,0,0,0,0,0,0,1,0,0,7,1,10,4,1,10
2017,7006,336,80.3922555112311,0.0353697749196141,0.00643086816720257,3159.45659163987,0.495522388059702,39.2232142857143,0.0238095238095238,0.00892857142857143,0.0952380952380952,49.7617554858934,1,1,1,1,1,1,1,10,29547,14,6,21,64,1,754,343,2710,0.681547619047619,0,0,0,0,0,0,0,0,0,25.5863095238095,7.34821428571429,0.196428571428571,0.547619047619048,0.255952380952381,0.0952380952380952,0.416666666666667,0.336309523809524,0.151785714285714,0,0.770833333333333,0.163690476190476,0.00595238095238095,0.0595238095238095,0.776785714285714,0.125,0,39.087849,11757,19.486759,5861.4224,6927,61,1,1,0.735119047619048,0.9375,0.794642857142857,0,0,0,0,0,0,0,0,1,0,7,1,10,4,1,10
2008,7008,110,80.3576545756193,0.1,0,3154.54545454545,0.490909090909091,39.1818181818182,0.0545454545454545,0,0.0727272727272727,49.2454545454545,0,0,0,0,0,0,0,10,26628,14,5,15,45,2,937,105,1467,0.490909090909091,0,0,0,0,0,0,0,0,0,26,4.70909090909091,0.0454545454545455,0.745454545454545,0.209090909090909,0.363636363636364,0.390909090909091,0.218181818181818,0.00909090909090909,0.0181818181818182,0.818181818181818,0.109090909090909,0.0181818181818182,0.0545454545454545,0.409090909090909,0,0,45.400799,12383,25.14875,6859.3218,6442,65,1,1,0,0.854545454545454,0.718181818181818,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
